title,title_clean,release_year,budget,revenue,genres_clean,on_netflix
Tombstone,tombstone,1993,25000000.0,56505065.0,"Action, Adventure, Drama, History, Western",False
True Romance,true romance,1993,12500000.0,12281551.0,"Action, Thriller, Crime, Romance",False
The Pagemaster,the pagemaster,1994,27000000.0,13670688.0,"Fantasy, Science Fiction, Family, Animation",False
Chasers,chasers,1994,,1596687.0,"Comedy, Romance",False
Spanking the Monkey,spanking the monkey,1994,200000.0,,"Comedy, Drama",False
The Little Rascals,the little rascals,1994,,67308282.0,"Romance, Comedy, Family",False
Princess Caraboo,princess caraboo,1994,,3021629.0,"Comedy, Drama, History, Mystery",False
Home Alone,home alone,1990,18000000.0,476684675.0,"Comedy, Family",False
Ghost,ghost,1990,22000000.0,505000000.0,"Fantasy, Drama, Thriller, Mystery, Romance",False
Aladdin,aladdin,1992,28000000.0,504050219.0,"Animation, Family, Comedy, Adventure, Fantasy, Romance",False
Terminator 2: Judgment Day,terminator 2: judgment day,1991,100000000.0,520000000.0,"Action, Thriller, Science Fiction",False
Dances with Wolves,dances with wolves,1990,22000000.0,424208848.0,"Adventure, Drama, Western",True
Batman,batman,1989,35000000.0,411348924.0,"Fantasy, Action",False
The Silence of the Lambs,the silence of the lambs,1991,19000000.0,272742922.0,"Crime, Drama, Thriller",False
Snow White and the Seven Dwarfs,snow white and the seven dwarfs,1937,1488423.0,184925486.0,"Fantasy, Animation, Family",False
Beauty and the Beast,beauty and the beast,1991,25000000.0,377350553.0,"Romance, Family, Animation, Fantasy, Music",False
Pinocchio,pinocchio,1940,2600000.0,84300000.0,"Animation, Family",False
Pretty Woman,pretty woman,1990,14000000.0,463000000.0,"Romance, Comedy",False
The Wild Bunch,the wild bunch,1969,6244087.0,638641.0,"Adventure, Western",False
One Fine Day,one fine day,1996,,97529550.0,"Comedy, Romance",False
Candyman: Farewell to the Flesh,candyman: farewell to the flesh,1995,,13940383.0,Horror,False
Fargo,fargo,1996,7000000.0,60611975.0,"Crime, Drama, Thriller",False
Homeward Bound II: Lost in San Francisco,homeward bound ii: lost in san francisco,1996,,32709423.0,"Adventure, Comedy, Drama, Family",False
Heavy Metal,heavy metal,1981,9300000.0,,"Animation, Science Fiction",False
Hellraiser: Bloodline,hellraiser: bloodline,1996,4000000.0,16675000.0,"Horror, Thriller, Science Fiction",False
The Pallbearer,the pallbearer,1996,8000000.0,,"Comedy, Romance",False
Loaded,loaded,1996,500000.0,,"Drama, Mystery, Thriller",False
The Aristocats,the aristocats,1970,4000000.0,55675257.0,"Animation, Comedy, Family, Adventure",False
The Last Supper,the last supper,1995,,442965.0,"Comedy, Thriller, Crime, Drama",False
Primal Fear,primal fear,1996,30000000.0,102616183.0,"Crime, Drama, Mystery, Thriller",True
All Dogs Go to Heaven 2,all dogs go to heaven 2,1996,,8620678.0,"Romance, Animation, Family, Adventure, Fantasy",False
Theodore Rex,theodore rex,1995,33500000.0,,"Fantasy, Science Fiction, Family",False
Jack & Sarah,jack & sarah,1995,,218626.0,"Comedy, Drama, Romance",False
Girl 6,girl 6,1996,12000000.0,4939939.0,Comedy,False
Happy Weekend,happy weekend,1996,,65335.0,Comedy,False
Courage Under Fire,courage under fire,1996,46000000.0,100860818.0,"Drama, Thriller, Mystery, War",False
Mission: Impossible,mission: impossible,1996,80000000.0,457696359.0,"Adventure, Action, Thriller",False
DragonHeart,dragonheart,1996,57000000.0,115267375.0,Fantasy,True
James and the Giant Peach,james and the giant peach,1996,38000000.0,28921264.0,"Adventure, Animation, Family",False
Faithful,faithful,1996,13000000.0,9789900.0,"Comedy, Crime, Drama",False
Underground,underground,1995,14000000.0,,"War, Drama, Comedy",False
Bloodsport II,bloodsport ii,1996,,684351.0,"Action, Thriller",False
Pather Panchali,pather panchali,1955,,536364.0,Drama,False
The World of Apu,the world of apu,1959,,16000.0,Drama,False
Space Jam,space jam,1996,80000000.0,250200000.0,"Animation, Comedy, Drama, Family, Fantasy",False
Barbarella,barbarella,1968,9000000.0,2500000.0,Science Fiction,False
Alphaville,alphaville,1965,220000.0,,"Drama, Science Fiction, Mystery",False
Mrs. Winterbourne,mrs. winterbourne,1996,25000000.0,10070000.0,"Comedy, Romance, Drama",False
Delta of Venus,delta of venus,1995,,62949.0,"Drama, Romance",False
Faces,faces,1968,275000.0,,Drama,False
The Quest,the quest,1996,30000000.0,57400547.0,"Action, Adventure",False
Oliver & Company,oliver & company,1988,31000000.0,74151346.0,"Animation, Comedy, Family",False
Flipper,flipper,1996,25530000.0,20080020.0,"Adventure, Family",False
Dead Man,dead man,1995,9000000.0,,"Drama, Fantasy, Western",False
The Horseman on the Roof,the horseman on the roof,1995,35000000.0,15000000.0,"War, Adventure, Drama, Romance",False
Multiplicity,multiplicity,1996,45000000.0,,"Comedy, Fantasy, Science Fiction",False
The Craft,the craft,1996,15000000.0,24769466.0,"Drama, Fantasy, Horror, Thriller",True
Last Dance,last dance,1996,,5.0,"Drama, Thriller",False
Heaven's Prisoners,heaven's prisoners,1996,25000000.0,,"Drama, Mystery, Thriller",False
Original Gangstas,original gangstas,1996,4800000.0,3014000.0,"Action, Drama, Crime, Thriller",False
The Rock,the rock,1996,75000000.0,335062621.0,"Action, Adventure, Thriller",False
Cemetery Man,cemetery man,1994,4000000.0,,"Fantasy, Drama, Horror, Comedy",False
Twister,twister,1996,92000000.0,494471524.0,"Action, Adventure, Drama",False
Barb Wire,barb wire,1996,,3793614.0,"Action, Science Fiction",False
Ghost in the Shell,ghost in the shell,1995,,2287714.0,"Action, Animation, Science Fiction",False
Spy Hard,spy hard,1996,18000000.0,,"Action, Comedy",False
The Arrival,the arrival,1996,25000000.0,14048372.0,"Action, Mystery, Science Fiction, Thriller",False
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,dr. strangelove or: how i learned to stop worrying and love the bomb,1964,1800000.0,9440272.0,"Drama, Comedy, War",False
The Phantom,the phantom,1996,45000000.0,17300889.0,"Adventure, Action",False
Striptease,striptease,1996,50000000.0,113309743.0,"Drama, Thriller, Crime",True
Jack,jack,1996,45000000.0,58620973.0,"Comedy, Drama, Science Fiction",False
I Shot Andy Warhol,i shot andy warhol,1996,,1814290.0,Drama,False
Pharaoh's  Army,pharaoh's  army,1995,50.0,,"Western, Drama, War",False
Trainspotting,trainspotting,1996,4000000.0,16491080.0,"Drama, Crime",True
Til There Was You,til there was you,1997,1000000.0,,"Comedy, Romance",False
Independence Day,independence day,1996,75000000.0,816969268.0,"Action, Adventure, Science Fiction",False
The Fan,the fan,1996,55000000.0,18626419.0,"Drama, Mystery, Thriller",False
The Hunchback of Notre Dame,the hunchback of notre dame,1996,100000000.0,100138851.0,"Drama, Animation, Family",False
The Cable Guy,the cable guy,1996,47000000.0,102825796.0,"Comedy, Drama, Thriller",False
Kingpin,kingpin,1996,27000000.0,25023434.0,Comedy,True
Eraser,eraser,1996,100000000.0,242295562.0,"Action, Drama, Mystery, Thriller",False
The Nutty Professor,the nutty professor,1996,54000000.0,128769345.0,"Fantasy, Comedy, Romance, Science Fiction",True
An Unforgettable Summer,an unforgettable summer,1994,,65352.0,"Drama, Romance, War",False
Daylight,daylight,1996,80000000.0,159212469.0,"Action, Adventure, Thriller",False
The Frighteners,the frighteners,1996,30000000.0,29359216.0,"Horror, Comedy",False
Lone Star,lone star,1996,5000000.0,13269963.0,"Drama, Mystery, Romance",False
Harriet the Spy,harriet the spy,1996,12000000.0,,"Comedy, Drama, Family",False
Phenomenon,phenomenon,1996,32000000.0,152036382.0,"Drama, Fantasy, Romance, Science Fiction",False
She's the One,she's the one,1996,3500000.0,9482579.0,"Comedy, Romance",False
A Time to Kill,a time to kill,1996,40000000.0,152266007.0,"Crime, Drama, Thriller",False
American Buffalo,american buffalo,1996,,665450.0,Drama,False
Alaska,alaska,1996,23000000.0,,Adventure,False
Fled,fled,1996,25000000.0,17193231.0,"Action, Comedy, Thriller",False
Kazaam,kazaam,1996,20000000.0,,"Fantasy, Comedy, Science Fiction, Family",False
Larger Than Life,larger than life,1996,30000000.0,,"Family, Comedy",False
Joe's Apartment,joe's apartment,1996,13000000.0,4619014.0,"Fantasy, Comedy, Music",False
The First Wives Club,the first wives club,1996,26000000.0,116400000.0,Comedy,True
Ransom,ransom,1996,80000000.0,309492681.0,"Action, Thriller",False
High School High,high school high,1996,,21302121.0,Comedy,False
Foxfire,foxfire,1996,,258263.0,"Action, Drama, Thriller",False
Chain Reaction,chain reaction,1996,50000000.0,60209334.0,"Action, Drama, Science Fiction, Thriller",False
Matilda,matilda,1996,36000000.0,33459416.0,"Comedy, Family, Fantasy",False
Emma,emma,1996,6000000.0,22231658.0,"Drama, Comedy, Romance",False
The Crow: City of Angels,the crow: city of angels,1996,13000000.0,17917287.0,"Action, Fantasy, Thriller",False
Bordello of Blood,bordello of blood,1996,15000000.0,5600000.0,"Horror, Comedy",False
The Spitfire Grill,the spitfire grill,1996,6000000.0,12643776.0,"Comedy, Drama",False
Escape from L.A.,escape from l.a.,1996,50000000.0,42277365.0,"Action, Adventure, Science Fiction, Thriller",False
Basquiat,basquiat,1996,2962051.0,3011195.0,"Drama, History",False
Tin Cup,tin cup,1996,45000000.0,53854588.0,"Comedy, Drama, Romance",False
Dingo,dingo,1991,200000.0,300000.0,"Drama, Music",False
The Godfather,the godfather,1972,6000000.0,245066411.0,"Drama, Crime",False
Police Story 3: Supercop,police story 3: supercop,1992,900000.0,20483423.0,"Action, Crime, Thriller",False
Manny & Lo,manny & lo,1996,500000.0,431326.0,"Drama, Comedy",False
Small Faces,small faces,1996,1850000.0,,,False
Bound,bound,1996,4500000.0,7011317.0,"Crime, Drama, Romance, Thriller",False
Carpool,carpool,1996,17000000.0,,"Comedy, Family",False
Kansas City,kansas city,1996,18000000.0,,"Thriller, Drama, Music, Crime",False
Gone Fishin',gone fishin',1997,53000000.0,,"Comedy, Family",False
The Relic,the relic,1997,60000000.0,33956608.0,"Horror, Mystery, Thriller",False
The Island of Dr. Moreau,the island of dr. moreau,1996,40000000.0,49627779.0,"Fantasy, Horror, Science Fiction",False
The Trigger Effect,the trigger effect,1996,8000000.0,,"Drama, Thriller",True
Bogus,bogus,1996,32000000.0,,"Fantasy, Comedy, Family",False
Bulletproof,bulletproof,1996,25000000.0,22611954.0,"Action, Adventure, Comedy, Thriller",False
Halloween: The Curse of Michael Myers,halloween: the curse of michael myers,1995,5000000.0,15116634.0,"Horror, Thriller",False
For Whom the Bell Tolls,for whom the bell tolls,1943,3000000.0,,"Drama, History, Romance, Thriller",False
Singin' in the Rain,singin' in the rain,1952,2540800.0,7200000.0,"Comedy, Music, Romance",False
An American in Paris,an american in paris,1951,2723903.0,4500000.0,"Drama, Comedy, Music, Romance",False
Breakfast at Tiffany's,breakfast at tiffany's,1961,2500000.0,9500000.0,"Comedy, Drama, Romance",False
Vertigo,vertigo,1958,2479000.0,28000000.0,"Mystery, Romance, Thriller",False
Rear Window,rear window,1954,1000000.0,36764313.0,"Drama, Mystery, Thriller",False
It Happened One Night,it happened one night,1934,325000.0,4500000.0,"Comedy, Romance",False
Gaslight,gaslight,1944,2068000.0,,"Drama, Mystery, Thriller, Crime",False
The Gay Divorcee,the gay divorcee,1934,520000.0,,"Comedy, Music, Romance",False
North by Northwest,north by northwest,1959,4000000.0,13275000.0,"Mystery, Thriller",False
The Apartment,the apartment,1960,3000000.0,25000000.0,"Comedy, Drama, Romance",False
Some Like It Hot,some like it hot,1959,2883848.0,25000000.0,"Comedy, Romance",False
Charade,charade,1963,4000000.0,13474588.0,"Comedy, Mystery, Romance, Thriller",False
Casablanca,casablanca,1942,878000.0,10462500.0,"Drama, Romance",False
The Maltese Falcon,the maltese falcon,1941,375000.0,1000000.0,"Mystery, Crime, Thriller",False
My Fair Lady,my fair lady,1964,17000000.0,72070731.0,"Drama, Family, Music, Romance",True
Sabrina,sabrina,1954,2238813.0,10000000.0,"Comedy, Drama, Romance",False
Roman Holiday,roman holiday,1953,1500000.0,12000000.0,"Comedy, Romance",False
The Wizard of Oz,the wizard of oz,1939,2777000.0,33754967.0,"Adventure, Family, Fantasy",False
Gone with the Wind,gone with the wind,1939,4000000.0,400176459.0,"Drama, Romance, War",False
Sunset Boulevard,sunset boulevard,1950,1752000.0,5000000.0,Drama,False
Citizen Kane,citizen kane,1941,839727.0,23217674.0,"Mystery, Drama",False
2001: A Space Odyssey,2001: a space odyssey,1968,10500000.0,68700000.0,"Science Fiction, Mystery, Adventure",False
All About Eve,all about eve,1950,1400000.0,63463.0,Drama,False
The Women,the women,1939,1688000.0,2270000.0,"Comedy, Drama",False
Rebecca,rebecca,1940,1288000.0,6000000.0,"Drama, Mystery",False
Notorious,notorious,1946,2000000.0,24464742.0,"Thriller, Drama, Romance",False
Spellbound,spellbound,1945,1500000.0,7000000.0,"Drama, Mystery, Thriller",False
To Catch a Thief,to catch a thief,1955,2500000.0,8750000.0,"Crime, Drama, Mystery, Romance, Thriller",False
Ninotchka,ninotchka,1939,1365000.0,2279000.0,"Comedy, Romance",False
The Adventures of Robin Hood,the adventures of robin hood,1938,2033000.0,3981000.0,"Action, Adventure, Romance",False
Laura,laura,1944,1020000.0,2000000.0,"Drama, Mystery",False
Lost Horizon,lost horizon,1937,4000000.0,,"Adventure, Fantasy, Drama, Mystery",False
Top Hat,top hat,1935,609000.0,3202000.0,"Comedy, Music, Romance",False
Giant,giant,1956,5400000.0,35000000.0,"Action, Drama, Western",False
East of Eden,east of eden,1955,1.0,5.0,Drama,False
The Thin Man,the thin man,1934,226408.0,1423000.0,"Comedy, Crime, Mystery",False
Around the World in Eighty Days,around the world in eighty days,1956,6000000.0,42000000.0,"Adventure, Comedy, Family, Fantasy, Romance",False
It's a Wonderful Life,it's a wonderful life,1946,3180000.0,9644124.0,"Drama, Family, Fantasy",False
Mr. Smith Goes to Washington,mr. smith goes to washington,1939,1500000.0,9600000.0,"Comedy, Drama",False
Bringing Up Baby,bringing up baby,1938,1073000.0,,"Comedy, Romance",False
Night of the Living Dead,night of the living dead,1968,114000.0,30000000.0,Horror,False
The African Queen,the african queen,1951,1300000.0,10750000.0,"Adventure, War, Romance",False
Beat the Devil,beat the devil,1953,1000000.0,,"Action, Adventure, Comedy, Crime, Drama, Romance",False
Cat on a Hot Tin Roof,cat on a hot tin roof,1958,3000000.0,17570324.0,"Drama, Romance",True
The Last Time I Saw Paris,the last time i saw paris,1954,,105.0,"Romance, Drama",False
A Farewell to Arms,a farewell to arms,1932,4.0,25.0,"Drama, Romance, War",False
Dangerous Ground,dangerous ground,1997,,3028094.0,Drama,False
Bliss,bliss,1997,,294064.0,"Drama, Romance",True
Maximum Risk,maximum risk,1996,25000000.0,51702483.0,"Action, Adventure, Thriller",True
Michael Collins,michael collins,1996,28000000.0,16900000.0,"Drama, Thriller",False
The Rich Man's Wife,the rich man's wife,1996,,8538318.0,"Drama, Thriller",False
Last Man Standing,last man standing,1996,67000000.0,47267001.0,"Action, Crime, Drama, Thriller",False
Set It Off,set it off,1996,9000000.0,41590886.0,"Drama, Action, Crime",False
Curdled,curdled,1996,2300000.0,49620.0,"Comedy, Crime, Thriller",False
Extreme Measures,extreme measures,1996,38000000.0,17380126.0,"Drama, Thriller",False
The Glimmer Man,the glimmer man,1996,45000000.0,,"Action, Adventure, Crime, Drama, Thriller",False
D3: The Mighty Ducks,d3: the mighty ducks,1996,,22955097.0,"Action, Comedy, Drama, Family",False
The Chamber,the chamber,1996,50000000.0,22540359.0,"Crime, Drama",False
Escape to Witch Mountain,escape to witch mountain,1975,,20000000.0,"Adventure, Fantasy, Science Fiction, Family",False
"20,000 Leagues Under the Sea","20,000 leagues under the sea",1954,5000000.0,28200000.0,"Adventure, Drama, Science Fiction",False
Cool Runnings,cool runnings,1993,14000000.0,154864401.0,Comedy,False
Angels in the Outfield,angels in the outfield,1994,,50236831.0,"Fantasy, Drama, Comedy, Family",False
Cinderella,cinderella,1950,2900000.0,263591415.0,"Family, Fantasy, Animation, Romance",False
The Sword in the Stone,the sword in the stone,1963,3000000.0,22182353.0,"Animation, Family",False
Robin Hood: Prince of Thieves,robin hood: prince of thieves,1991,48000000.0,390493908.0,Adventure,False
Mary Poppins,mary poppins,1964,6000000.0,102272727.0,"Comedy, Family, Fantasy",False
Dumbo,dumbo,1941,812000.0,1600000.0,"Animation, Family",False
Pete's Dragon,pete's dragon,1977,10000000.0,,"Fantasy, Animation, Comedy, Family",False
Bedknobs and Broomsticks,bedknobs and broomsticks,1971,20000000.0,17900000.0,"Adventure, Fantasy, Animation, Comedy, Family, Music",False
Alice in Wonderland,alice in wonderland,1951,3000000.0,572000000.0,"Animation, Adventure, Family, Fantasy",False
The Fox and the Hound,the fox and the hound,1981,12000000.0,29800000.0,"Adventure, Animation, Drama, Family",False
Freeway,freeway,1996,3000000.0,,"Comedy, Drama, Thriller",False
The Sound of Music,the sound of music,1965,8200000.0,286214286.0,"Drama, Family, Music, Romance",False
Die Hard,die hard,1988,28000000.0,140767956.0,"Action, Thriller",False
The Lawnmower Man,the lawnmower man,1992,10000000.0,32101000.0,"Horror, Thriller, Science Fiction",False
Secrets & Lies,secrets & lies,1996,4500000.0,13417292.0,Drama,False
That Thing You Do!,that thing you do!,1996,,34585416.0,"Comedy, Drama",False
To Gillian on Her 37th Birthday,to gillian on her 37th birthday,1996,,4137645.0,"Drama, Romance",False
Surviving Picasso,surviving picasso,1996,16000000.0,1985001.0,"Drama, Romance",False
Beautiful Thing,beautiful thing,1996,,1500000.0,"Comedy, Drama, Romance",False
The Long Kiss Goodnight,the long kiss goodnight,1996,65000000.0,89456761.0,"Crime, Action, Mystery, Thriller",False
The Ghost and the Darkness,the ghost and the darkness,1996,50000000.0,75000000.0,Adventure,False
Get on the Bus,get on the bus,1996,2400000.0,5731103.0,Drama,False
Shadow Conspiracy,shadow conspiracy,1997,45000000.0,2154540.0,"Action, Thriller",False
